assessment_id,entity_id,name,category,description,duration_minutes,job_levels,languages,remote,adaptive,url
A4135,4135,SAP HCM (Human Capital Management) (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.",,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/
A4082,4082,SAP Hybris (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.",20.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/sap-hybris-new/
A4137,4137,SAP Materials Management (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules.",10.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/sap-materials-management-new/
A4064,4064,SAP SD (Sales and Distribution) (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing.",8.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/
A4171,4171,Search Engine Optimization (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.",12.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/
A4138,4138,Selenium (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.",10.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/selenium-new/
A4140,4140,Shell Scripting (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.",10.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/shell-scripting-new/
A3968,3968,SHL Verify Interactive - Inductive Reasoning,"['Ability & Aptitude', 'Simulations']",Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,20.0,"['Professional Individual Contributor', 'Graduate', 'Manager', 'Mid-Professional']","['Korean', 'Japanese', 'Thai', 'Portuguese (Brazil)', 'Portuguese', 'Chinese Traditional', 'Indonesian', 'Russian', 'Romanian', 'Polish', 'Greek', 'Latin American Spanish', 'English International', 'Arabic', 'Hungarian', 'Czech', 'French (Canada)', 'Slovak', 'Serbian', 'Turkish', 'Spanish', 'Danish', 'Estonian', 'Finnish', 'Latvian', 'Lithuanian', 'Norwegian', 'Swedish', 'French', 'German', 'Italian', 'Dutch', 'Chinese Simplified', 'English (USA)']",True,True,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/
A3947,3947,SHL Verify Interactive – Deductive Reasoning,"['Ability & Aptitude', 'Simulations']","Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information.",20.0,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","['Chinese Traditional', 'Romanian', 'Turkish', 'Polish', 'Greek', 'Latin American Spanish', 'Portuguese (Brazil)', 'Japanese', 'Hungarian', 'Czech', 'French (Canada)', 'Slovak', 'Serbian', 'English International', 'English (USA)', 'German', 'Italian', 'Indonesian', 'Korean', 'Russian', 'Arabic', 'Danish', 'Finnish', 'Norwegian', 'Swedish', 'Estonian', 'Latvian', 'Lithuanian', 'French', 'Dutch', 'Chinese Simplified', 'Spanish', 'Portuguese']",True,True,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/
A3946,3946,SHL Verify Interactive – Numerical Reasoning,"['Ability & Aptitude', 'Simulations']",Assesses how the candidate comprehends numerical information in various formats.,20.0,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","['French', 'German', 'Italian', 'Dutch', 'Chinese Simplified', 'Danish', 'Finnish', 'Norwegian', 'Swedish', 'Estonian', 'Latvian', 'Lithuanian', 'English International', 'English (USA)', 'Czech', 'Polish', 'Latin American Spanish', 'Spanish', 'Thai', 'Japanese', 'Korean', 'Portuguese', 'Portuguese (Brazil)', 'Chinese Traditional', 'Hungarian', 'Indonesian', 'Russian', 'Romanian', 'Turkish', 'French (Canada)', 'Greek', 'Slovak', 'Serbian', 'Arabic']",True,True,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/
A3971,3971,SHL Verify Interactive G+,['Ability & Aptitude'],"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. 
Completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.",36.0,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","['English (USA)', 'Chinese Traditional', 'Korean', 'Serbian', 'Slovak', 'Spanish', 'English International', 'Danish', 'Swedish', 'Norwegian', 'Finnish', 'Latvian', 'Lithuanian', 'Estonian', 'Portuguese', 'Hungarian', 'Thai', 'Czech', 'Polish', 'Turkish', 'Portuguese (Brazil)', 'Romanian', 'Latin American Spanish', 'Italian', 'French (Canada)', 'Chinese Simplified', 'Dutch', 'German', 'French', 'Russian', 'Indonesian', 'Greek', 'Japanese']",True,True,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/
A3972,3972,SHL Verify Interactive Numerical Calculation,['Ability & Aptitude'],"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.",10.0,['Entry-Level'],"['English (USA)', 'English International']",True,True,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/
A4141,4141,Siebel Development (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.",8.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/siebel-development-new/
A4209,4209,Smart Interview Live,['Personality & Behavior'],"SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion. 
 
Language Availability
The Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. 
The Admin interface is available in US English and Simplified Chinese (CN server).",,"['Entry-Level', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/smart-interview-live/
A4218,4218,Smart Interview Live Coding,['Knowledge & Skills'],"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.  
 
The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. 
 
The language availability for the admin interface is US English only.",,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Entry-Level']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/
A4205,4205,Smart Interview On Demand,['Personality & Behavior'],"Smart Interview On Demand is a  recorded  (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.   
Availability The administrator and evaluator interface is available in US English and Simplified Chinese only, as are the standard question banks.  However, custom questions can be added or recorded in any language. 

The participant interface  is available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,"['Entry-Level', 'Supervisor', 'Manager', 'Front Line Manager', 'General Population', 'Graduate', 'Mid-Professional', 'Professional Individual Contributor']","['English (USA)', 'Chinese Simplified']",True,False,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/
A4014,4014,Social Media (New),['Knowledge & Skills'],Multi-choice test that measures the knowledge about the different social media platforms.,10.0,"['Entry-Level', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/social-media-new/
A116,116,Software Business Analysis,['Knowledge & Skills'],"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.",30.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/software-business-analysis/
A4142,4142,SonarQube (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.",,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/sonarqube-new/
A4051,4051,Spelling (U.S.) (New),['Knowledge & Skills'],Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,0.0,['Entry-Level'],['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/spelling-u-s-new/
A40,40,Split Screen Typing Test - Form 1,"['Ability & Aptitude', 'Knowledge & Skills']","This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken.",6.0,['Entry-Level'],"['English (USA)', 'English (Australia)', 'English International']",True,False,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/
A4143,4143,Spring (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.",9.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/spring-new/
A4144,4144,SQL (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.",9.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/sql-new/
A4035,4035,SQL Server (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.",11.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/sql-server-new/
A4282,4282,SQL Server Analysis Services (SSAS) (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.",15.0,[],[],True,False,https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/
A4146,4146,SQL Server Integration Services (SSIS) (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.",10.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/
A4147,4147,SQL Server Reporting Services (SSRS) (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.",10.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/
A3996,3996,Statistical Analysis System (New),['Knowledge & Skills'],Multi-choice test that measures the ability to use the SAS software for statistical analysis.,11.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/
A4151,4151,Struts (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.",5.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/struts-new/
A4216,4216,SVAR - Spoken English (AUS),['Simulations'],"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,['Entry-Level'],['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/
A3986,3986,SVAR - Spoken English (Indian Accent) (New),['Simulations'],"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,['Entry-Level'],['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/
A4217,4217,SVAR - Spoken English (U.K.),['Simulations'],"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,['Entry-Level'],['English International'],True,False,https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/
A3987,3987,SVAR - Spoken English (US) (New),['Simulations'],"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,['Entry-Level'],['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/
A4197,4197,SVAR - Spoken French (Canadian) (New),['Simulations'],"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.

 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,['Entry-Level'],['French (Canada)'],True,False,https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/
A4198,4198,SVAR - Spoken French (European) (New),['Simulations'],"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,['Entry-Level'],['French'],True,False,https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/
A4199,4199,SVAR - Spoken Spanish (Castilian) (New),['Simulations'],"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,['Entry-Level'],['Spanish'],True,False,https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/
A4200,4200,SVAR - Spoken Spanish (North American) (New),['Simulations'],"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.

 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,['Entry-Level'],['Latin American Spanish'],True,False,https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/
A4049,4049,Swing (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.",4.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/swing-new/
A4079,4079,Tableau (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.",8.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/tableau-new/
A4020,4020,Telecommunications Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.",7.0,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/
A4167,4167,Teradata Development (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subqueries, SQL optimization, physical database design, table partitioning, query analysis and indexes.",9.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/teradata-development-new/
A251,251,Time Management (U.S.),['Knowledge & Skills'],"This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plans, Controlling, Decision Making, Organizing, Planning, Scheduling, Time Usage, and Time Wasters.",15.0,"['Entry-Level', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/time-management-u-s/
A336,336,Training Development,['Knowledge & Skills'],"The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience Analysis, Design Materials, Design Strategy, Developing Instructional Materials, General Knowledge, Media, Project Management Plan, Purpose of Training, Training Delivery, and Writing Instructional Objectives.",15.0,"['Front Line Manager', 'Manager']",['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/training-development/
A4201,4201,Typing (New),['Simulations'],Typing based test that evaluates typing speed and accuracy.,2.0,['Entry-Level'],['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/typing-new/
A4175,4175,UiPath RPA Development (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.",8.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/
A735,735,Universal Competency Framework Interview Guide,"['Competencies', 'Personality & Behavior']","The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions.

NOTE: Simplified Chinese Guide is available from local office; Portuguese Guide is available from Distributor",,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","['English International', 'Swedish', 'German', 'Finnish']",True,False,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/
A734,734,Universal Competency Framework Job profiling guide,"['Competencies', 'Personality & Behavior']","The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding people’s behaviours at work and the likelihood of being able to succeed in a given role and in a given environment",,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","['English International', 'Portuguese']",True,False,https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/
A733,733,Universal Competency Framework Profiler Cards (44),"['Competencies', 'Personality & Behavior']","The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world.",,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","['Portuguese (Brazil)', 'Latin American Spanish', 'French', 'Chinese Simplified', 'Icelandic', 'Lithuanian', 'Danish', 'Dutch', 'English International', 'Finnish', 'German', 'Italian', 'Norwegian', 'Portuguese', 'Spanish', 'English (USA)', 'Swedish']",True,False,https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/
A4172,4172,UNIX (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming.",9.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/unix-new/
A4173,4173,VB.NET (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.",10.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/vb-net-new/
A3733,3733,Verify - Deductive Reasoning,['Ability & Aptitude'],"The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability.

The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to:
•	draw logical conclusions based on information provided
•	identify strengths and weaknesses of arguments
•	complete scenarios using incomplete information

The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data.  

This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to:
•	evaluate arguments
•	analyse scenarios
•	draw logical conclusions",20.0,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Arabic', 'French (Canada)', 'Portuguese (Brazil)', 'Chinese Traditional', 'Chinese Simplified', 'Czech', 'Danish', 'Dutch', 'Finnish', 'French', 'German', 'Greek', 'Hungarian', 'Indonesian', 'English International', 'Italian', 'Japanese', 'Korean', 'Latin American Spanish', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Serbian', 'Slovak', 'Spanish', 'Swedish', 'Thai', 'Turkish', 'English (USA)', 'Norwegian']",True,True,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/
A3941,3941,Verify - Following Instructions,['Ability & Aptitude'],This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,8.0,['Entry-Level'],"['Latin American Spanish', 'Arabic', 'Chinese Simplified', 'German', 'French', 'Italian', 'Dutch', 'English (USA)', 'English International']",True,False,https://www.shl.com/products/product-catalog/view/verify-following-instructions/
A3908,3908,Verify - G+,['Ability & Aptitude'],"The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and Inductive. There are 30 questions in the test, with 10 questions for each of the three abilities measured. Sample tasks for jobs that may require these abilities include, but are not limited to: evaluating arguments, analyzing scenarios, working with data, doing mathematical computations, interpreting graphs and tables, and drawing logical conclusions. The G+ test, due to its adaptive nature, is appropriate for all job levels and roles.",36.0,"['General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Director', 'Entry-Level', 'Executive', 'Front Line Manager']","['Romanian', 'English (USA)', 'English International', 'French (Canada)', 'Latin American Spanish', 'Arabic', 'Dutch', 'French', 'German', 'Swedish', 'Chinese Simplified', 'Chinese Traditional', 'Czech', 'Danish', 'Greek', 'Hungarian', 'Italian', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Thai', 'Turkish', 'Finnish', 'Japanese', 'Spanish', 'Indonesian', 'Russian', 'Slovak', 'Serbian', 'Portuguese (Brazil)', 'Vietnamese']",True,True,https://www.shl.com/products/product-catalog/view/verify-g/
A3734,3734,Verify - General Ability Screen,['Ability & Aptitude'],"The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ .
Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide process efficiency, and to ensure candidates experience the most positive possible assessment process, by being quick, fair and available as an online test 24/7/365. 
As the name suggests, the test is designed to be used in screening or sifting processes",10.0,['Entry-Level'],"['German', 'French (Canada)', 'English (USA)', 'English International', 'Latin American Spanish', 'Dutch', 'French', 'Chinese Simplified', 'Portuguese (Brazil)', 'Turkish', 'Japanese']",True,True,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/
A3836,3836,Verify - Inductive Reasoning (2014),['Ability & Aptitude'],"Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development.",24.0,"['Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Director', 'Entry-Level']","['Portuguese (Brazil)', 'Chinese Traditional', 'Chinese Simplified', 'Czech', 'Danish', 'Finnish', 'French', 'Hungarian', 'Indonesian', 'English International', 'Italian', 'Latin American Spanish', 'Norwegian', 'Portuguese', 'Russian', 'Thai', 'English (USA)', 'French (Canada)', 'Dutch', 'Polish', 'Slovak', 'Arabic', 'German', 'Greek', 'Japanese', 'Korean', 'Romanian', 'Serbian', 'Spanish', 'Swedish', 'Turkish']",True,True,https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/
